BLG104_8_45312   17 58 43.08 -29 45 14.5 3 OGLE-2008-BLG-005   1299  1.18058 2454534.14569  0.484607  17.947855  0.00000  0.00000       0 14.813 14.883 15.568 N 0.020921 0.004376 0.018587 m
BLG105_2_44789   18 02 44.69 -29 35 49.1 3 OGLE-2008-BLG-459    926  1.26348 2454673.35338  0.261001  10.343093  0.00000  0.00000       0 15.760 15.748 15.578 f 0.027252 0.010157 0.012686 m
BLG105_3_231513  18 02 43.38 -29 19 56.3 3 OGLE-2006-BLG-004    921  1.16522 2453821.72422  0.877487  37.684640  0.00000  0.00000       0 15.356 15.471 15.579 f 0.010734 0.003333 0.015350 m
BLG105_4_17576   18 02 07.19 -29 17 59.9 3 OGLE-2004-BLG-237    923  1.13776 2453176.07443  0.248597  53.903250  0.00000  0.00000       0 18.450 18.880 15.685 N 0.003321 0.001982 0.001574 m
BLG105_5_108062  18 01 22.93 -29 15 08.3 3 OGLE-2004-BLG-183    923  1.40356 2453133.51621  0.071389  22.701100  0.00000  0.00000       0 18.260 18.944 15.739 N 0.002895 0.000605 0.001378 m
BLG105_8_64171   18 00 21.86 -29 42 17.4 3 OGLE-2006-BLG-382    880  1.69265 2453941.91845  0.429920  27.354108  0.00000  0.00000       0 18.458 18.424 15.669 N 0.004557 0.001512 0.001682 m
BLG108_4_16565   17 47 13.50 -36 24 04.3 3 OGLE-2004-BLG-045    306  1.26754 2453083.93871  0.052308  15.890793  0.00000  0.00000       0 16.872 16.860 15.892 f 0.014185 0.006246 0.010554 m
BLG108_5_14384   17 45 42.57 -36 24 15.8 3 OGLE-2005-BLG-260    303  1.07180 2453520.86492  0.554188   5.034493  0.00000  0.00000       0 16.730 16.727 16.197 f 0.041307 0.010120 0.023437 m
BLG117_4_123832  17 49 40.84 -35 05 36.2 3 -                    305  1.69793 2452177.09204  0.139767  25.600000  0.00000  0.00000       0 15.607 15.606 15.387 f 0.012144 0.003200 0.009966 m
BLG121_3_93919   17 47 29.46 -34 43 35.5 3 OGLE-2008-BLG-092    646  8.81400 2454727.15073  0.204026 151.401715  0.00000  0.00000       0  0.000  0.000  0.000 - 0.000000 0.000000 0.000000 -
BLG121_5_189930  17 46 09.17 -34 31 50.5 3 OGLE-2002-BLG-231    643  1.37842 2452502.64778  0.376114  28.920954  0.00000  0.00000       0 16.922 16.909 16.245 f 0.008799 0.002615 0.004659 m
BLG122_1_13347   17 49 40.83 -35 05 36.2 3 -                    874  1.81929 2452177.15517  0.131042  26.774280  0.00000  0.00000       0 15.608 15.695 15.415 f 0.011878 0.004773 0.004072 m
BLG122_2_209430  17 50 28.48 -34 49 23.4 3 -                    934  1.65084 2454364.56056  0.689064  33.399769  0.00000  0.00000       0 16.591 16.587 15.547 f 0.008197 0.002865 0.002847 m
BLG122_3_121327  17 49 38.36 -34 40 50.6 3 OGLE-2005-BLG-345    936  1.34805 2453635.55556  0.680209  58.484008  0.00000  0.00000       0 15.791 16.428 15.710 f 0.005041 0.001918 0.001839 m
BLG122_5_135292  17 48 42.04 -34 31 54.8 3 -                    939  1.28794 2454635.93149  0.532859  19.492030  0.00000  0.00000       0 18.288 18.006 15.713 f 0.005727 0.000835 0.003767 m
