0.683456 -0.858600  0.860238  0.731301 
0.254530 -1.232986  1.108521  0.635277 
0.851915 -1.427415  1.487887  0.562528 
0.294333 -0.828362  1.928896  0.619846 
0.635292 -0.919677  1.148921  0.723121 
0.528517 -1.440705  2.061911  0.506914 
0.389459 -0.797735  1.357002  0.685323 
0.293118 -1.231208  1.762844  0.595970 
0.467746 -0.782769  1.013401  0.711595 
1.337147 -1.095191  0.886881  0.616015 
1.011724 -1.104977  0.880137  0.686868 
1.793756 -0.952250  0.573195  0.463853 
0.101899 -0.813824  2.120689  0.541284 
0.129443 -0.859155  2.557200  0.491411 
1.401668 -0.783729  0.485073  0.605935 
0.690575 -1.107848  1.114046  0.707526 
0.381847 -0.873625  1.197156  0.701416 
0.335074 -0.879444  1.727246  0.653224 
0.189009 -0.851830  1.967892  0.591217 
0.052650 -0.919700  3.596050  0.255576 
0.913303 -0.940639  0.860332  0.716804 
0.724129 -0.645195  0.749253  0.693476 
1.768750 -1.172040  0.883095  0.439731 
1.673851 -0.603063 -0.638008  0.416493 
0.564047 -1.004970  1.024464  0.725537 
1.322335 -0.968400  0.401370  0.639391 
1.608994 -0.780170  0.130960  0.527610 
1.034181 -0.842990  1.313995  0.674347 
2.229521 -1.191182  0.143941  0.184388 
1.130274 -1.089430  0.876698  0.668116 
1.265695 -0.792537  0.521411  0.645944 
0.421341 -0.684721  1.543585  0.653730 
2.923929 -0.950016 -0.296097 -0.336758 
1.537789 -0.964881  0.702569  0.568431 
2.135015 -0.817142  0.372607  0.275267 
0.575858 -0.659180  0.504707  0.702274 
0.047850 -0.593715  1.904035  0.496410 
0.136610 -0.910141  2.248571  0.542535 
0.230723 -0.958011  1.666859  0.636704 
0.643501 -0.955866  0.996305  0.729729 
0.342122 -0.638426  1.733125  0.611568 
0.989169 -1.544270  1.426580  0.483635 
0.206367 -0.771538  1.398916  0.639707 
1.071937 -0.797987  1.005402  0.678944 
0.264922 -0.552224  1.528039  0.584253 
0.489743 -0.791541  1.668560  0.670998 
0.365194 -0.737187  1.337018  0.672723 
0.305698 -0.779372  1.424487  0.662957 
0.452109 -1.397097  1.860541  0.545921 
0.353088 -1.235577  1.896653  0.592185 
0.683358 -1.053204  1.223918  0.710333 
0.501482 -1.069795  1.674983  0.671121 
1.599049 -1.087546  0.632860  0.534146 
0.284963 -0.734280  1.736027  0.623792 
0.161910 -0.627756  2.125264  0.520152 
0.260178 -0.695249  1.791346  0.603940 
0.361511 -0.702983  1.536005  0.649914 
0.415816 -0.898441  1.293635  0.701674 
0.688541 -1.218900  1.250422  0.673526 
0.551955 -1.103258  1.828779  0.653327 
0.667275 -0.901351  1.290193  0.714129 
0.468358 -1.144034  1.253276  0.687114 
1.338161 -1.112387  0.966056  0.609935 
1.093123 -0.969999  0.927499  0.686054 
1.927263 -0.873967 -1.123822  0.302783 
1.704227 -0.976288  0.618522  0.502798 
0.762410 -0.742364  0.755837  0.714925 
0.165837 -0.658534  1.917202  0.555470 
0.948890 -0.682892  0.240161  0.684112 
0.140917 -0.876569  2.565137  0.494927 
1.118001 -0.963279  1.127873  0.672978 
0.478797 -0.885086  1.308329  0.707165 
2.170575 -0.954316  0.618526  0.259748 
2.470987 -0.899938  0.105295  0.052433 
1.788398 -1.290740  0.731810  0.397690 
1.600425 -1.127524  0.469115  0.527100 
0.446867 -1.046307  1.533579  0.681570 
1.011270 -0.713294  0.463815  0.684499 
1.134603 -0.896257  1.222016  0.664514 
1.062128 -1.072513  1.011522  0.678978 
1.120226 -0.996032  1.073677  0.673463 
0.769781 -0.965166  0.813487  0.730595 
0.238886 -0.911684  2.093250  0.592402 
0.429444 -1.000460  1.391802  0.694784 
0.045635 -0.610522  2.446875  0.429277 
0.034841 -0.560107  2.826116  0.343224 
1.217739 -0.988133  0.198510  0.662817 
0.861454 -0.804294  1.089489  0.705668 
2.417875 -0.967944  0.507724  0.095879 
1.251087 -0.977192  0.410404  0.658051 
0.532229 -1.152184  1.997347  0.623610 
0.785670 -1.045823  0.972460  0.718248 
0.397523 -0.783658  1.736961  0.652909 
0.109417 -0.242032  1.360417  0.382306 
1.921702 -0.707421  0.549447  0.375893 
0.757151 -1.074832  1.260285  0.701998 
0.572891 -0.974620  1.390834  0.706975 
0.484514 -0.474393  0.920523  0.621057 
1.729028 -1.023384  0.800241  0.485471 
0.821712 -0.927615  1.080550  0.717830 
0.364896 -0.889931  1.171496  0.700904 
0.638185 -1.060990  2.139462  0.624418 
2.575524 -0.970706 -1.004564 -0.102193 
1.120202 -0.714743  0.506850  0.665279 
0.254725 -0.831965  1.735448  0.631617 
0.876283 -0.521746  0.355446  0.640091 
0.142182 -1.255602  2.887524  0.385612 
0.400510 -0.534398  0.835376  0.640359 
0.525191 -0.783877  1.390737  0.695058 
0.458757 -0.895984  1.768555  0.667741 
0.048643 -0.533051  2.451448  0.401195 
0.043704 -0.837220  2.968202  0.385656 
0.989606 -0.691644  1.023087  0.671618 
0.022380 -0.446588  2.433397  0.354607 
0.632139 -0.696557  1.184473  0.693305 
0.616673 -0.888896  1.359110  0.709796 
0.335720 -1.099320  2.248309  0.578549 
0.301976 -0.989594  1.180639  0.687602 
0.484334 -0.780292  1.329702  0.695772 
1.135698 -1.218889  1.160175  0.625389 
1.081921 -1.400942  1.317384  0.555603 
0.822995 -0.562852 -0.069430  0.650837 
0.462286 -1.148924  1.309859  0.681908 
